County_Code,Age_Group,Probability,COMMUNITY,UNC,LARGE,SMALL,LT,NH
173,1,0.0003719701582625565,0,0.0,0.00015888220266542465,0.00021308795559713185,0,0.0
173,2,0.001036984141532711,0,0.0,0.0003303105294544036,0.0005417598196089242,0,0.00016491379246938318
175,0,0.00020349892878278216,0,2.1188157316869575e-05,0.00010363697490946634,7.867379655644625e-05,0,0.0
175,1,0.00020559210476681983,0,2.0419012415430573e-05,9.643435714443953e-05,8.873873520694971e-05,0,0.0
175,2,0.0004999164373861636,0,3.228019242899906e-05,0.00014243511094428962,0.00016028734154349176,0,0.00016491379246938318
177,0,9.652379933630259e-05,0,0.0,0.0,9.652379933630259e-05,0,0.0
177,1,7.783280737167154e-05,0,0.0,0.0,7.783280737167154e-05,0,0.0
177,2,0.0003623545013370788,0,0.0,0.0,0.00019744070886769564,0,0.00016491379246938318
179,0,0.00010354350006326905,0,0.0,4.130248617004287e-05,6.224101389322619e-05,0,0.0
179,1,0.00018067843056477517,0,0.0,6.391856897023904e-05,0.00011675986159453613,0,0.0
179,2,0.0007958482701205709,0,0.0,0.00019509908841725508,0.0004358353892339327,0,0.00016491379246938318
181,0,0.00018117291675977314,0,0.0,5.3171557797207115e-05,0.00012800135896256603,0,0.0
181,1,0.00024834703814599916,0,0.0,6.338443992231139e-05,0.00018496259822368779,0,0.0
